val_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.004047047844908774,-0.010029000898248616,0.00394418105727768,0.0,,45,0,0,0.0,0.0,-0.15467019090060374,0.3612487117240737,0.010029000898248616,0.062100987023864414,2.436272924953412,0.8204593052036765,1.650927208208895,-203.12900261863516,2.9882562272901376,7,2.846394694935725,3.1413850928377935,2.988060643121269,0.1011433229486302,0.12604587715511506,3.3384927262354,2.1676013379175925,1.2107807589063144
