val_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
0.41747707778672977,0.12609011277482474,0.4012170267803533,0.5005309451449794,0.4491999369449803,45,70.5999985,75.0400009,73.06263650153409,0.9040284659072556,71.55619837333303,73.78486141606619,72.93654638875927,0.5561174472373016,0.6767419785299681,-0.07834594318992506,0.6705679964711208,0.6312641035753259,0.6154876936877064,172,67.61510589357562,75.6999969,72.16147027406086,1.3507895152571678,67.5624986177133,74.15964124677055,72.23981621725078,1.0431272697973177
