performance_SEP_Crude Fib.,performance_Bias_Crude Fib.,performance_SEPC_Crude Fib.,performance_R2_Crude Fib.,performance_Slope_Crude Fib.,performance_N_Crude Fib.,performance_Min_True_Crude Fib.,performance_Max_True_Crude Fib.,performance_Avg_True_Crude Fib.,performance_Std_True_Crude Fib.,performance_Min_Pred_Crude Fib.,performance_Max_Pred_Crude Fib.,performance_Avg_Pred_Crude Fib.,performance_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.04570010651851828,-0.1083963935940043,0.03368328796196411,-0.25552615812689283,0.10563398337319571,45,0.29,1.23,0.8995733288888889,0.18865390743483174,0.85046035,1.1612216,1.0079696,0.06973925,0.08214103,-0.0012740303,0.082139395,0.30806076526641846,0.1863006619313837,107,0.2,1.9,1.0150521,0.3429313,0.80022204,1.2020911,1.0163261,0.08711179
