performance_SEP_Protein,performance_Bias_Protein,performance_SEPC_Protein,performance_R2_Protein,performance_Slope_Protein,performance_N_Protein,performance_Min_True_Protein,performance_Max_True_Protein,performance_Avg_True_Protein,performance_Std_True_Protein,performance_Min_Pred_Protein,performance_Max_Pred_Protein,performance_Avg_Pred_Protein,performance_Std_Pred_Protein,train_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
0.507073785364274,0.4542397094616348,0.29605066912948835,-0.3465435112986748,0.13066187906728619,45,8.0699997,11.3800001,9.185572530777822,0.6067998505237622,8.531814,9.350572,8.731333,0.13223727,0.42019266,0.004357972,0.4201736,0.2124875783920288,0.12887213136203285,209,7.220915,11.38,8.717887,0.72870886,8.4693575,9.501695,8.71353,0.15496145
