performance_SEP_ADF,performance_Bias_ADF,performance_SEPC_ADF,performance_R2_ADF,performance_Slope_ADF,performance_N_ADF,performance_Min_True_ADF,performance_Max_True_ADF,performance_Avg_True_ADF,performance_Std_True_ADF,performance_Min_Pred_ADF,performance_Max_Pred_ADF,performance_Avg_Pred_ADF,performance_Std_Pred_ADF,train_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
9.000063395151578,-2.9661209530300563,0.0022382165111942604,0.0,,45,0,0,0.0,0.0,2.926167,3.0343509,2.9661205,0.04678117,0.0040427647,-0.0038138458,0.0040257955,0.6612669229507446,0.43286953665792083,7,2.8463948,3.141385,2.9880605,0.10114328,2.9227304,3.0343509,2.9918745,0.045576274
