val_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.023327120238210396,-0.07857389176796593,0.017012948850929008,0.3591303853749973,0.7924200533214956,45,0.29,1.23,0.8995733288888889,0.18865390743483174,0.41462474848714836,1.3752574029945541,0.978147220656855,0.19351877503560005,0.03687926620238053,0.040686825848595363,0.03520823125571231,0.6893366359507407,0.6067072858021539,107,0.2,1.9,1.0150521409495157,0.3429313262117181,0.3866835263825883,1.460167349445205,0.9743653151009205,0.24490230766465707
