performance_SEP_Crude Fat,performance_Bias_Crude Fat,performance_SEPC_Crude Fat,performance_R2_Crude Fat,performance_Slope_Crude Fat,performance_N_Crude Fat,performance_Min_True_Crude Fat,performance_Max_True_Crude Fat,performance_Avg_True_Crude Fat,performance_Std_True_Crude Fat,performance_Min_Pred_Crude Fat,performance_Max_Pred_Crude Fat,performance_Avg_Pred_Crude Fat,performance_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.0846306040522712,-0.14167380581224448,0.0641029670886428,-0.11746468617611505,0.08347727234505063,45,3.1400001,4.8299999,3.770403668781872,0.27212403245786715,3.8599832,4.0080557,3.9120772,0.03146745,0.10273194,0.0016801201,0.102729104,0.2536839246749878,0.1658901795791717,214,2.9252641,5.3754106,3.9381,0.37014705,3.8560863,4.5489297,3.9364202,0.10342667
