val_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.13355745178697706,-0.07384440967748054,0.12798052319998388,0.9732388048871673,1.0176791346583398,45,79.2945,88.8399963,85.55505550222223,2.2090288677538332,78.29868079114212,88.48018915848714,85.6288999118997,2.275409113690038,0.2452378473284935,-0.012167847885480046,0.2450889300125958,0.9873435966414118,0.9683293512575069,173,64.1945,89.7007972,83.64821566589593,4.389143356931453,65.09472296424039,89.60138569965726,83.66038351378143,4.276448080300369
