performance_SEP_Ash,performance_Bias_Ash,performance_SEPC_Ash,performance_R2_Ash,performance_Slope_Ash,performance_N_Ash,performance_Min_True_Ash,performance_Max_True_Ash,performance_Avg_True_Ash,performance_Std_True_Ash,performance_Min_Pred_Ash,performance_Max_Pred_Ash,performance_Avg_Pred_Ash,performance_Std_Pred_Ash,train_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.032043970119038694,0.12780362831339584,0.015338980722377592,-0.7173005044253322,0.11544482945943192,45,1.41,1.9089882078204368,1.5918428639582658,0.13507348080550652,1.4024769,1.5222834,1.4640393,0.03107757,0.055296857,0.00052746525,0.055296578,0.22288531064987183,0.1357749635932793,206,1.0206505,2.1585243,1.4622471,0.26610374,1.3940519,1.7850518,1.4617198,0.058700282
