performance_SEP_NDF,performance_Bias_NDF,performance_SEPC_NDF,performance_R2_NDF,performance_Slope_NDF,performance_N_NDF,performance_Min_True_NDF,performance_Max_True_NDF,performance_Avg_True_NDF,performance_Std_True_NDF,performance_Min_Pred_NDF,performance_Max_Pred_NDF,performance_Avg_Pred_NDF,performance_Std_Pred_NDF,train_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
61.02863074921993,-6.526977367209578,17.458982798243262,-2.3052065240069153,0.03052307131788611,45,0.0,11.287601544664204,2.9055382857648686,4.249008440185343,8.913511,10.098293,9.432515,0.3450568,0.86897695,0.0014913612,0.8689746,0.34004682302474976,0.2161569027603488,144,6.9489655,12.398006,9.486583,1.1434952,8.626496,10.098293,9.48509,0.34733903
