val_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
4.988912184963179,-1.2104552053845785,3.4904103397150434,0.7298090273531385,0.80793449836944,45,0.0,11.287601544664204,2.9055382857648686,4.249008440185343,-0.10008954691017102,11.187877583137816,4.115993491149448,3.8120584100393504,0.972222443556153,0.23270538274528973,0.917691964515293,0.2616359442510139,0.7326471724870307,144,6.948965354203949,12.398006532499002,9.48658216340152,1.1434951332486316,4.506347151776495,12.60055134194512,9.253876780656233,1.2327729735321584
