val_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.010062523411868501,0.005808451642623439,0.010028018526145517,0.4607292271588257,0.5688974368870657,45,1.41,1.9089882078204368,1.5918428639582658,0.13507348080550652,1.4308728152124703,1.876224706504043,1.5860344123156425,0.11099198085313366,0.009513695118778672,-0.0004925366032173345,0.009513451343096065,0.8662992366254233,0.8343992559794713,206,1.0206505642232893,2.1585243892352004,1.4622469915086087,0.26610374812576354,1.0695861078031927,2.1437039585502733,1.4627395281118263,0.23838141269479932
