performance_SEP_DM,performance_Bias_DM,performance_SEPC_DM,performance_R2_DM,performance_Slope_DM,performance_N_DM,performance_Min_True_DM,performance_Max_True_DM,performance_Avg_True_DM,performance_Std_True_DM,performance_Min_Pred_DM,performance_Max_Pred_DM,performance_Avg_Pred_DM,performance_Std_Pred_DM,train_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
4.623071802293251,1.0717004674999995,3.4484266854344496,0.07366511664855979,0.25913137961952565,45,79.2945,88.8399963,85.55505550222223,2.2090288677538332,83.19359,85.60315,84.48335,1.0104501,8.20808,-0.016566195,8.207804,0.5763916969299316,0.40213880936491614,173,64.1945,89.7008,83.64822,4.389143,73.66634,85.60315,83.66479,2.095197
