val_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.015751786776291823,-0.05753382257580755,0.012366415564739492,0.5672487037451903,0.7499141550641872,45,0.29,1.23,0.8995733288888889,0.18865390743483174,0.5661993449661678,1.2303062703764354,0.9571071514646966,0.1728601869479941,0.035140112044833444,0.05723808772901396,0.031833005823177316,0.7039869133781412,0.6401807089903504,107,0.2,1.9,1.0150521409495157,0.3429313262117181,0.32986855029717166,1.5063452149833145,0.9578140532205018,0.25398136741569355
