val_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
0.07316874909134462,0.010819812815488442,0.07304902009767873,0.8056990774074189,0.7505776222323581,45,8.0699997,11.3800001,9.185572530777822,0.6067998505237622,8.465761629026204,11.24982492467542,9.174752717962336,0.5059190704538131,0.1643863422966379,0.0028737859848722643,0.16437804394572278,0.6919120724082066,0.6541186549788542,209,7.220915031840002,11.3800001,8.71788742699012,0.7287088603312265,7.311548404719977,11.35686087164336,8.715013641005248,0.5720757602083867
