val_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.014655848795811522,-0.018993368755074385,0.014286901919675597,0.8064837932015612,0.8331030588441085,45,3.1400001,4.8299999,3.770403668781872,0.27212403245786715,3.1504506984617415,4.686725792826371,3.7893970375369452,0.2516008152480283,0.02195815030103342,-0.0013727220071687283,0.021956257088537087,0.8404807735677204,0.8226892750034528,214,2.9252641540072455,5.3754106943675115,3.9381003327830886,0.3701470345070391,2.9701866646070814,5.3657007951434315,3.9394730547902572,0.33207862918798664
