val_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.008612615876373443,0.01795260472947563,0.008282994950333088,0.5384326744166417,0.5376477031356771,45,1.41,1.9089882078204368,1.5918428639582658,0.13507348080550652,1.4682237813277221,1.9302385316739001,1.5738902592287907,0.09732770124094615,0.009617584915259665,0.003010043309140337,0.00960848035765519,0.8648392208352472,0.8253220790240686,206,1.0206505642232893,2.1585243892352004,1.4622469915086087,0.26610374812576354,1.0729791322481304,2.1566286396442798,1.4592369481994685,0.2358701633417175
