val_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
0.6173507072701541,0.31063660698968965,0.5186625351771311,0.26140238427216544,0.5065132775245209,45,70.5999985,75.0400009,73.06263650153409,0.9040284659072556,70.91653501241224,73.86330411175211,72.7519998945444,0.7195713173223159,0.5204062637229059,0.002698244888771335,0.5203989406212537,0.7164466277447226,0.6368432572196737,172,67.61510589357562,75.6999969,72.16147027406086,1.3507895152571678,68.61520401483376,74.70001479470915,72.15877202917208,1.0083405296237173
