val_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
4.30227411798366,-0.8014657704093117,3.645327932729101,0.7669961736277779,0.8163786270577982,45,0.0,11.287601544664204,2.9055382857648686,4.249008440185343,-0.6545369268015548,11.540197699885844,3.70700405617418,3.8714552984971324,1.5021114956627541,0.29918657746202804,1.4119729252346727,-0.1407935945892076,0.5628893346213611,144,6.948965354203949,12.398006532499002,9.48658216340152,1.1434951332486316,3.0786607852778083,11.54498733649995,9.187395585939491,1.2516522563671821
