val_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.21469380045341777,-0.08683182599031941,0.2069826761303135,0.9569813394417449,0.9758859855086461,45,79.2945,88.8399963,85.55505550222223,2.2090288677538332,78.70000566684854,88.46734644760244,85.64188732821253,2.2015558253305256,0.423092864522486,0.006790749855135482,0.423046482132591,0.9781647326875923,0.95228604010329,173,64.1945,89.7007972,83.64821566589593,4.389143356931453,64.9909415830909,89.3709269175423,83.6414249160408,4.2245475255781555
