val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.020350281557280088,5.945165463515135,0.052523578479724366,0.017510416252249153,0.439516161327287,0.46636677696290535,35,2.703008369147252,3.6063363667003703,2.9728364735733694,0.18780584318237106,2.5197742,3.1538835,2.920313,0.12098579
