val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.08235385990564273,10.348352040060043,0.024704509500557085,0.08172559673981306,0.8980139325862755,0.912337708634671,35,86.5,90.6900024,88.32399977142857,0.8856803168517333,86.46731,90.758865,88.29929,0.85222673
