val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.07120781276642951,12.79308146978464,-0.06541702641113431,0.06670319450908738,0.9349715607791571,0.8684092708123738,20,89.4,93.3,91.28499991999999,1.019938441083865,90.00444,93.09739,91.35042,0.91096735
