val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_std_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
0.6041248875603868,0.8986117663520491,-0.12786018803924062,0.5870335586165282,0.23440394433591527,0.3232613814148503,23,17.1,21.6,18.500000000000004,0.8687822562044256,17.4720880368348,19.467788198728734,18.62786018803924,0.5428737323078723,0.5236007508646143,1.804170328640261,-0.005448996069289994,0.5235705804103518,0.6577509433378432,0.6252431967856965,63,16.3,24.1,18.74126984126984,1.2270282749403738,17.30014478122186,23.099638784169755,18.746718837339127,0.9446649387636987
