val_SEP_Protein,val_std_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_std_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
0.16330584741774112,10.789465854573464,0.010035165019778374,0.1632032062550559,0.9522167755991916,0.9390579688661995,53,10.698485959863458,18.588888333333333,13.51324493115707,1.8311624689664368,10.515352765838557,17.840774256627128,13.503209766137289,1.7619828645659021,0.16284962443758025,12.132085920368079,-0.021410402383773584,0.16238934806518096,0.9619705232894668,0.9386717503925083,246,9.197324733,21.15064859,13.53427671219512,2.065136176151554,9.264015568221282,20.121416709459027,13.555687114578895,1.9757056357763967
