val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_std_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.13374326232348205,16.139999186144635,-0.05012600153729099,0.13117354138359016,0.9732015736285973,0.9642974260231627,45,79.2945,88.8399963,85.55505550222223,2.2090288677538332,79.05741420769317,88.74004966417095,85.60518150375951,2.1586161450533288,0.21033264662159634,20.498407680300026,0.03371805717709202,0.20918912931517195,0.9891450082272313,0.9770651066969243,173,64.1945,89.7007972,83.64821566589593,4.389143356931453,64.30616784426431,89.29441798334236,83.61449760871886,4.311484338925962
