val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.028938274740134183,5.050998212376112,-0.022328648591635972,0.028430959375575087,0.11547354136892607,0.39773702812134537,58,1.2670724405783829,2.1197297926857677,1.7197397058341233,0.17930992736135887,1.3715001,2.2106478,1.7420684,0.14616717
