val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.012209240597710964,11.210140268806063,0.011363013703211557,0.012077816837284098,0.03147089994630847,0.7772241027250071,57,2.4368232340037674,2.9555556666666662,2.621685054127224,0.1112870357779233,2.0572317,2.8393223,2.610322,0.1368673
