val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF
0.030947621553456133,10.847376796065385,-0.06041921227240939,0.027114616281256755,0.8431845420861682,0.7310987867196413,21,2.3946786854047,4.199084710542024,3.5517555825150433,0.43353538865833186,2.836522,4.143897,3.612175,0.3357005
