val_SEP_Crude Fib.,val_std_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.
0.039258860331026164,5.0768579897498505,0.005786982978374299,0.03922477313810575,0.2901869142571365,0.5109362757388309,57,1.9093655589123868,3.3,2.455753652061016,0.23310598755257636,1.9674249,3.1227622,2.449967,0.19931166
