val_SEP_Crude Fib.,val_std_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_std_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.02056825365397195,7.175117373028633,-0.09275735641747956,0.011768782685104449,0.4349251575795209,0.6443159393711476,45,0.29,1.23,0.8995733288888889,0.18865390743483174,0.62937498366417,1.157987718735938,0.9923306853063684,0.1475796341254738,0.0450954360374955,4.8759788714288765,0.06016563699253843,0.04144138212622366,0.6201253087358811,0.5310159413923777,107,0.2,1.9,1.0150521409495157,0.3429313262117181,0.4201572598720601,1.4000512269950485,0.9548865039569772,0.21988439331670043
