val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_std_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.007676258282925888,27.976428217549355,0.01994241439614949,0.007247966091597543,0.8843564065904067,0.819523864105816,14,4.9400001,5.87,5.363571392857144,0.2482685219882309,5.040348671151708,5.769918764883146,5.343628978460993,0.21475428883164477,0.008582874324326391,71.7661182769469,0.009148049514135117,0.008497693107093448,0.9801416623333411,0.9369263989814165,57,4.4,7.99,5.680526315789475,0.6516306699421334,4.500229401704464,7.890014180336732,5.671378266275338,0.6159595739157785
