val_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
0.04452644364947026,0.04812492037416781,0.042193280073924186,0.9989978462588639,0.9958266261078781,136,51.63055872291904,75.0400009,65.59719157615025,6.641088360489719,52.06502,74.50211,65.549065,6.6164804,0.08086154353108928,-0.010379681221338156,0.08075361127630153,0.9981189893174288,0.9925462890745828,555,47.08,75.6999969,64.91872236241166,6.550640612053129,47.373962,75.2593,64.9291,6.507827
