val_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
0.002499619284832607,-0.0007060310564503824,0.002499117802089255,0.9999650158906023,0.9994506610542085,167,8.0699997,47.4,14.576064363091778,8.427472238579309,8.115542,47.268883,14.576772,8.422989,0.004560987740175937,0.00025326769993602315,0.004560923505176275,0.9999388638313941,0.9995826890757583,710,7.220915031840002,55.82,14.815310617240755,8.631261739814748,7.28172,55.78901,14.815057,8.627923
