val_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.02310132604827244,-0.0022634057918533503,0.0230961735999319,0.9962845709488082,0.9907424873090843,175,79.2945,93.3,87.97907130228572,2.4863918202576327,79.18606,93.17173,87.98133,2.4679234,0.017259886879578985,7.269932622128104e-05,0.01725988158756735,0.9987362098414146,0.9953363040829726,776,64.1945,94.0,87.3696130613402,3.693188534293096,64.33358,93.92465,87.369545,3.6782682
