val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_std_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.03902525964273325,9.245028987431233,-0.005547921553902066,0.038993081144002795,0.8447335950682259,0.6931474816280807,23,5.9,7.6,6.495652173913044,0.4903222195832177,6.0981636,7.2992535,6.5012,0.36078966,0.09458955883200922,5.050985367019837,0.0038678846497466365,0.09457437829252689,0.7951015179731548,0.6484346635566669,69,5.5,8.5,6.879710144927536,0.6745002895638504,5.964732,7.903245,6.8758426,0.47777048
