val_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
1.7646574075985877,-0.1621005046839144,1.73792778960707,0.9027204665387545,0.8466722809494927,59,5.885231011581906,21.6,13.647484189638389,4.222867483385436,9.390908073079817,19.499723757073546,13.809584694322304,3.7513483447118072,0.5428896938389263,0.02948007684384984,0.5420177694822046,0.9602203860427693,0.9405294231037171,306,6.948965354203949,24.1,12.270295135391565,3.688202202959863,7.305552092751677,22.617452188527793,12.240815058547716,3.539088161020946
