,precision,recall,f1-score,support
08_CornGrain,0.7924528301886793,0.9333333333333333,0.8571428571428571,45.0
09_WheatGrain,0.7333333333333333,0.7719298245614035,0.7521367521367521,57.0
25_BarleyGrain,0.9210526315789473,1.0,0.958904109589041,35.0
59_SoybeanGrain,0.0,0.0,0.0,14.0
accuracy,0.8013245033112583,0.8013245033112583,0.8013245033112583,0.8013245033112583
macro avg,0.61170969877524,0.6763157894736842,0.6420459297171626,151.0
weighted avg,0.7264716520778393,0.8013245033112583,0.7616216376082111,151.0
