val_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.3848643124305118,-0.04171223159175372,0.3831128027643853,0.8960929312342257,0.8916349007347328,151,0.29,7.8299999,2.9888659474667407,1.9181758993784002,0.5202857180799926,6.760287682044594,3.0305781790584945,1.8062495908848408,0.2986429047122524,0.010003736430851066,0.2985425810275287,0.9355135981737774,0.9144769318401696,403,0.2,7.33,3.636167488108184,2.1493271835094028,0.36463422385976274,7.090168997967903,3.626163751677333,2.0315617478252226
