val_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
1.1915953370397707,0.12794683446358077,1.1751263277685366,0.9833226996279943,0.93878057489859,167,8.0699997,47.4,14.576064363091778,8.427472238579309,8.425141127044133,44.93016830859713,14.448117528628199,7.968343030583571,1.638674803108634,0.09179673854287929,1.630236276652995,0.9780349554175349,0.9380089338854085,710,7.220915031840002,55.82,14.815310617240755,8.63126173981475,6.098353566248292,45.015800087122244,14.723513878697876,8.178637679486114
