val_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.6715653256666834,0.062017273786840285,0.6676964251805779,0.9969643160988679,0.9931085328359358,170,1.2670724405783829,52.27,9.07282525241738,14.829781427990271,1.2049196269735365,52.260022749200544,9.01080797863054,14.749746091629431,0.38154606943672015,0.016055771003193234,0.38128790966607107,0.9984187530722329,0.9981852460096662,694,1.085695629,52.39,10.06024288795905,15.522459189120186,0.6252443011990412,52.4002653699475,10.044187116955856,15.506545703935256
