val_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.25553361605214725,0.05526892708655757,0.2524125562225589,0.9135994207239786,0.8990845290983714,47,2.3946786854047,8.8699999,5.303124819847146,1.701357892532971,2.4047224701361225,8.678903142401367,5.247855892760589,1.5991989059361538,0.6588910586887574,-0.03332403707879157,0.6577743285255332,0.8890356088297087,0.8405245579182248,179,1.295215916,12.7799997,5.449479060619269,2.4299563672373794,2.7025345695661978,12.479634998301215,5.482803097698059,2.1622863170684017
