val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_std_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
0.01832325044956794,22.500277201893535,-0.0408716517462317,0.016554494302722392,0.9197442336098027,0.8578834905202158,18,11.101418368750238,13.10219088341596,11.966796890513661,0.4643563019029283,11.1117257475743,13.11182449701309,12.007668542259895,0.412278214354999,0.015020504065159581,37.08137666411101,0.0007474470280203177,0.015019938132553652,0.9537818354025751,0.9603765407015519,78,11.20044026,13.8985137,12.312083084615384,0.5664139845377268,11.01500694740699,13.872651374710985,12.311335637587367,0.556980968924993
