val_SEP_Crude Fib.,val_std_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_std_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.09557210806795337,7.628285765433504,0.1123664525285993,0.08197464074840972,0.8939168567894098,0.7721821592679803,14,4.01,7.8299999,6.046428592857143,0.9146397071569653,4.245994,6.852705,5.934062,0.72905135,0.07715472631971598,8.092314660867672,-0.034074850747751656,0.07596598573638964,0.8822839651415719,0.7465106452223705,43,3.74,7.33,5.900232558139535,0.8001176900992346,4.170464,7.1088514,5.9343076,0.6243603
