val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_std_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.0546435251868701,6.01115622429257,-0.0323772591401433,0.053542823931970705,0.723114443240693,0.6513673561538885,21,2.3946786854047,4.199084710542024,3.5517555825150433,0.43353538865833186,2.8006713,4.072782,3.5841327,0.32847077,0.10382047342827272,5.0670026525879805,-0.007575148641126828,0.10376237326537588,0.8155824672351842,0.6567013501351037,81,1.295215916,4.501718168,3.325683047518518,0.7456634961455616,1.8181245,4.0965595,3.3332584,0.5260586
