val_SEP_Crude Fib.,val_std_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.
0.1806753696029753,3.84946049895904,0.16372178040727883,0.15180863888634386,0.7994539254633689,0.7048606533273714,14,4.01,7.8299999,6.046428592857143,0.9146397071569653,4.2173877,6.660138,5.8827066,0.6955027
