val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF
0.037812929316141594,6.603067082638402,-0.07178242174886051,0.030083855207944668,0.7510671055744408,0.7087795931878497,3,8.1899996,8.8699999,8.419999766666667,0.31822433491697133,8.198591,8.80879,8.491782,0.24968131
