val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.06379106384756103,3.6370787262887494,-0.020790078591483026,0.06332558822065637,0.03898128764618369,0.459665273463234,14,4.9400001,5.87,5.363571392857144,0.2482685219882309,4.7261615,5.780518,5.3843613,0.23201312
