val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF
0.2554983790042621,2.4801330438545297,0.21696062551269493,0.18489050946997232,0.8238711490329107,0.6438737002297367,3,10.2399998,12.54,11.183333433333333,0.9834067708171299,10.384616,11.847569,10.9663725,0.63367
