val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.028334669478661787,96.37670420789946,-0.039509401372933274,0.026676114632011274,0.9964167291707012,0.9993168635047651,17,79.6699982,90.7600021,87.68705803529411,2.7280654731059406,79.60349,90.78144,87.72657,2.730802
